Install building fixtures.,9,1
Manage content of broadcasts or presentations.,9,1
Determine forestry techniques or methods.,9,1
Develop procedures for data entry or processing.,9,1
Develop procedures for data management.,9,1
Develop promotional materials.,9,1
Arrange services or reservations for patrons.,9,1
Develop software or applications for scientific or technical use.,9,1
Develop specifications for new products or processes.,9,1
Develop strategies or programs for students with special needs.,9,1
Arrange physical or mental health services for clients.,9,1
Develop training materials.,9,1
Develop treatment plans for patients or clients.,9,1
Develop working relationships with others to facilitate program activities.,9,1
Devise research or testing protocols.,9,1
Arrange food for serving.,9,1
Diagnose equipment malfunctions.,9,1
Direct administrative or support services.,9,1
Direct construction activities.,9,1
Direct construction or extraction personnel.,9,1
Arrange childcare or educational settings to ensure physical safety of children.,9,1
Direct department activities.,9,1
Direct facility maintenance or repair activities.,9,1
Direct fire fighting or prevention activities.,9,1
Appraise property values.,9,1
Apply sealants or other protective coatings.,9,1
Direct natural resources management or conservation programs.,9,1
Apply protective or decorative finishes to workpieces or products.,9,1
"Direct sales, marketing, or customer service activities.",9,1
Direct scientific activities.,9,1
Arrange tables or dining areas.,9,1
"Assemble electrical components, subsystems, or systems.",9,1
Develop performance metrics or standards related to information technology.,9,1
Develop environmental sustainability plans or projects.,9,1
Determine operational compliance with regulations or standards.,9,1
Determine operational methods.,9,1
Determine the value of goods or services.,9,1
"Develop artistic or design concepts for decoration, exhibition, or commercial purposes.",9,1
Develop business or financial information systems.,9,1
Develop business or market strategies.,9,1
Develop computer or information security policies or procedures.,9,1
Develop computer or online applications.,9,1
Develop educational policies.,9,1
Assess compliance with environmental laws.,9,1
Develop emergency procedures.,9,1
Develop environmental remediation or protection plans.,9,1
Develop exercise or conditioning programs.,9,1
Develop organizational goals or objectives.,9,1
Assemble temporary equipment or structures.,9,1
Develop financial or business plans.,9,1
Assemble products or production equipment.,9,1
Develop guidelines for system implementation.,9,1
Develop health assessment methods or programs.,9,1
Assemble precision electronics or optical equipment.,9,1
Assemble mechanical components or machine parts.,9,1
Develop marketing plans or strategies for environmental initiatives.,9,1
Assemble equipment or components.,9,1
Develop methods of social or economic research.,9,1
Develop new or advanced products or production methods.,9,1
"Develop operating strategies, plans, or procedures for green or sustainable operations.",9,1
Direct security operations.,9,1
Direct surveying activities.,9,1
Disassemble equipment for maintenance or repair.,9,1
Estimate time or monetary resources needed to complete projects.,9,1
Establish operational policies.,9,1
"Apply bandages, dressings, or splints.",9,1
Establish organizational guidelines or policies.,9,1
Analyze test or performance data to assess equipment operation.,9,1
Estimate construction project labor requirements.,9,1
Estimate costs for labor or materials.,9,1
Estimate costs for projects or productions.,9,1
Estimate costs of goods or services.,9,1
Estimate materials requirements for projects.,9,1
Estimate operational costs.,9,1
Analyze shipping information to make routing decisions.,9,1
Estimate technical or resource requirements for development or production projects.,9,1
Estimate time requirements for development or production projects.,9,1
Apply chemical solutions to plants to protect against disease or insects or to enhance growth.,9,1
Evaluate characteristics of equipment or systems.,9,1
Evaluate characteristics of individuals to determine needs or eligibility.,9,1
Evaluate construction projects to determine compliance with external standards or regulations.,9,1
Evaluate current or prospective maintenance employees.,9,1
Evaluate designs or specifications to ensure quality.,9,1
Evaluate effectiveness of educational programs.,9,1
Evaluate effectiveness of personnel policies or practices.,9,1
Analyze project data to determine specifications or requirements.,9,1
Evaluate employee performance.,9,1
Evaluate green operations or programs for compliance with standards or regulations.,9,1
"Analyze physical, survey, or geographic data.",9,1
Evaluate log quality.,9,1
Establish nursing policies or standards.,9,1
Establish business management methods.,9,1
Disburse funds from clients accounts to creditors.,9,1
Document legal or regulatory information.,9,1
Discuss design or technical features of products or services with technical personnel.,9,1
Discuss designs or plans with clients.,9,1
Discuss goods or services information with customers or patrons.,9,1
Apply protective coverings to objects or surfaces near work areas.,9,1
Apply paint to surfaces.,9,1
Dispose of biomedical waste in accordance with standards.,9,1
"Clean equipment, parts, or tools to repair or maintain them in good working order.",9,1
Distribute materials to employees or customers.,9,1
Distribute promotional literature or samples to customers.,9,1
Apply mortar.,9,1
Document design or operational test results.,9,1
Document information related to legal proceedings.,9,1
Document organizational or operational procedures.,9,1
Entertain public with comedic or dramatic performances.,9,1
Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields.,9,1
Draw detailed or technical illustrations.,9,1
Drill holes in construction materials.,9,1
Apply lubricants or coolants to workpieces.,9,1
Drive passenger vehicles.,9,1
Educate clients on financial planning topics.,9,1
Educate the public about fire safety or prevention.,9,1
"Apply finishes to artwork, crafts, or displays.",9,1
Apply decorative masonry finishes.,9,1
Enforce rules or policies governing student behavior.,9,1
"Enter commands, instructions, or specifications into equipment.",9,1
Enter patient or treatment data into computers.,9,1
Determine metal or plastic production methods.,9,1
Assess skin or hair conditions.,9,1
Evaluate performance of educational staff.,9,1
Determine food production methods.,9,1
Communicate with other construction or extraction personnel to discuss project details.,9,1
Communicate with other workers to coordinate activities.,9,1
Communicate with others to coordinate material handling or movement.,9,1
Calculate costs of goods or services.,9,1
Communicate with others to coordinate vehicle movement.,9,1
Compare physical characteristics of materials or products to specifications or standards.,9,1
Compile environmental or climatological data.,9,1
Compile specialized bibliographies or lists of materials.,9,1
Compile technical information or documentation.,9,1
Conduct amusement or gaming activities.,9,1
Conduct climatological research.,9,1
Conduct diagnostic tests to determine patient health.,9,1
Conduct employee training programs.,9,1
Conduct environmental audits.,9,1
"Break up rock, asphalt, or concrete.",9,1
Bolt objects into place.,9,1
Balance receipts.,9,1
Authorize financial actions.,9,1
Conduct research of processes in natural or industrial ecosystems.,9,1
"Conduct research to inform art, designs, or other work.",9,1
Conduct scientific research of organizational behavior or processes.,9,1
Conduct validation tests of equipment or processes.,9,1
Audition for roles.,9,1
Attend training to learn new skills or update knowledge.,9,1
Confer with clients to determine needs.,9,1
Confer with coworkers to resolve equipment problems.,9,1
Attend training sessions or professional meetings to develop or maintain professional knowledge.,9,1
Communicate with management or other staff to resolve problems.,9,1
Communicate with government agencies.,9,1
"Communicate with clients about products, procedures, and policies.",9,1
Cast molds of patient anatomies to create medical or dental devices.,9,1
Clean facilities or equipment.,9,1
Clean facilities or work areas.,9,1
Clean food service areas.,9,1
Clean machinery or equipment.,9,1
Clean materials to prepare them for production.,9,1
Clean medical equipment or facilities.,9,1
Clean objects.,9,1
Check data for recording errors.,9,1
Clean tableware.,9,1
Clean work sites.,9,1
Climb ladders or vehicles to perform duties.,9,1
Code data or other information.,9,1
Care for animals.,9,1
Calculate data to inform organizational operations.,9,1
Collaborate with other agencies and institutions to coordinate educational matters.,9,1
Collaborate with other professionals to assess client needs or plan treatments.,9,1
Calibrate scientific or technical equipment.,9,1
Collaborate with others to develop or implement marketing strategies.,9,1
Calculate tax information.,9,1
Calculate shipping costs.,9,1
Collect information about community health needs.,9,1
"Collect information from people through observation, interviews, or surveys.",9,1
Collect samples for analysis or testing.,9,1
Calculate requirements for equipment installation or repair projects.,9,1
Communicate green energy production information.,9,1
Communicate health and wellness information to the public.,9,1
Confer with customers or designers to determine order specifications.,9,1
Confer with organizational members to accomplish work activities.,9,1
Confer with others about financial matters.,9,1
Design environmental control systems.,9,1
Customize energy products or services to meet customer needs.,9,1
Cut cooked or raw foods.,9,1
Assist others during emergencies.,9,1
"Cut tile, stone, or other masonry materials.",9,1
Decontaminate equipment or sites to remove hazardous or toxic substances.,9,1
Demonstrate products to consumers.,9,1
Design civil structures or systems.,9,1
Design electrical equipment or systems.,9,1
Assist customers with seating arrangements.,9,1
Assist clients in handling details of daily life.,9,1
Design electromechanical equipment or systems.,9,1
Design electronic or computer equipment or instrumentation.,9,1
Design integrated computer systems.,9,1
Create models of engineering designs or methods.,9,1
Design layouts for print publications.,9,1
Design medical devices or appliances.,9,1
"Design micro- or nano-scale materials, devices, or systems.",9,1
Design psychological or educational treatment procedures or programs.,9,1
Design structures or facilities.,9,1
Design systems to reduce harmful emissions.,9,1
Design templates or patterns.,9,1
Detain suspects or witnesses.,9,1
Determine appropriate methods for data analysis.,9,1
Determine causes of operational problems or failures.,9,1
"Assess the cost effectiveness of products, projects, or services.",9,1
Determine design criteria or specifications.,9,1
Assist skilled construction or extraction personnel.,9,1
"Create images of data, locations, or products.",9,1
Attend events to develop professional knowledge.,9,1
Cook foods.,9,1
Confer with personnel to coordinate business operations.,9,1
Attend educational events to update medical knowledge.,9,1
Connect hoses to equipment or machinery.,9,1
Connect supply lines to production equipment or tools.,9,1
Construct customized assistive medical or dental devices.,9,1
"Construct distinctive physical objects for artistic, functional, or commercial purposes.",9,1
Construct exhibits or parts of exhibits.,9,1
"Construct patterns, templates, or other work aids.",9,1
Attend conferences or workshops to maintain professional knowledge.,9,1
Control power supply connections.,9,1
Control prescription refills or authorizations.,9,1
Control pumps or pumping equipment.,9,1
Coordinate activities of food service staff.,9,1
Attach decorative or functional accessories to products.,9,1
"Coordinate activities with suppliers, contractors, clients, or other departments.",9,1
Coordinate flight control or management activities.,9,1
"Attach identification information to products, items or containers.",9,1
Coordinate regulatory documentation activities.,9,1
Coordinate safety or regulatory compliance activities.,9,1
Coordinate sales campaigns.,9,1
Coordinate special events or programs.,9,1
Create computer-generated graphics or animation.,9,1
Create construction or installation diagrams.,9,1
Create databases to store electronic data.,9,1
Create diagrams or blueprints for workpieces or products.,9,1
Create electronic data backup to prevent loss of information.,9,1
Evaluate logistics methods to reduce environmental impact.,9,1
Clean fabrics or apparel.,9,1
Inspect motor vehicles.,9,1
Immerse objects or workpieces in cleaning or coating solutions.,9,1
Hire personnel.,9,1
Hold patients to ensure proper positioning or safety.,9,1
Inspect products or operations to ensure that standards are met.,9,1
Inspect production equipment.,9,1
Inspect plumbing systems or fixtures.,9,1
Evaluate personnel practices to ensure adherence to regulations.,9,1
Maintain clean work areas.,9,1
"Inspect metal, plastic, or composite products.",9,1
Maintain call records.,9,1
Identify investment opportunities or strategies.,9,1
Identify opportunities to improve operational efficiency.,9,1
Advise others on matters of public policy.,9,1
Identify potential customers.,9,1
Identify strategic business investment opportunities.,9,1
Identify sustainable business practices.,9,1
Inspect mechanical components of vehicles to identify problems.,9,1
Locate equipment or materials in need of repair or replacement.,9,1
"Hire farming, fishing or forestry workers.",9,1
Administer screening tests to determine abilities or treatment needs.,9,1
Maintain computer networks to enhance performance and user access.,9,1
"Maintain forestry, hunting, or agricultural equipment.",9,1
Inspect textile products.,9,1
Instruct patients in the use of assistive equipment.,9,1
Groom wigs or hairpieces.,9,1
Analyze financial records to improve efficiency.,9,1
"Maintain inventories of materials, equipment, or products.",9,1
Inspect facilities or equipment to ensure specifications are met.,9,1
Maintain green energy production plant equipment.,9,1
Inspect structural components of vehicles to identify problems.,9,1
Help patrons use library or archival resources.,9,1
Maintain facilities.,9,1
Maintain electronic equipment.,9,1
Maintain drilling equipment.,9,1
Administer intravenous medications.,9,1
"Advise others on issues related to repairs, installation, or equipment design.",9,1
Heat material or workpieces to prepare for or complete production.,9,1
"Advise others on farming or forestry operations, regulations, or equipment.",9,1
Ignite fuel to activate heating equipment.,9,1
Interpret financial information for others.,9,1
Advise others on human resources topics.,9,1
"Load shipments, belongings, or materials.",9,1
Analyze costs and benefits of proposed designs or projects.,9,1
"Investigate transportation incidents, violations, or complaints.",9,1
Analyze business or financial data.,9,1
Analyze Geographic Information Systems (GIS) data for use in green applications.,9,1
Advise customers on the use of products or services.,9,1
Inspect completed work to ensure proper installation.,9,1
"Irrigate lawns, trees, or plants.",9,1
"Issue money, credit, or vouchers.",9,1
Inspect condition of natural environments.,9,1
Inspect electrical or electronic systems for defects.,9,1
Inspect equipment or facilities to determine condition or maintenance needs.,9,1
"Advise educators on curricula, instructional methods, or policies.",9,1
Align parts or workpieces to ensure proper assembly.,9,1
Inspect equipment or systems.,9,1
Inspect equipment to ensure proper functioning.,9,1
Inspect facilities to ensure compliance with security or safety regulations.,9,1
Advise patients on preventive care techniques.,9,1
Advise communities or institutions regarding health or safety issues.,9,1
Inspect buildings or grounds to determine condition.,9,1
"Inform viewers, listeners, or audiences.",9,1
Lift materials or workpieces using cranes or other lifting equipment.,9,1
Interpret research or operational data.,9,1
Analyze data to identify or resolve operational problems.,9,1
Inspect material-moving equipment to detect problems.,9,1
Interview patients to gather medical information.,9,1
Interview people to gather information about criminal activities.,9,1
Implement organizational process or policy changes.,9,1
Load digital images onto computers or websites.,9,1
Implement security measures for computer or information systems.,9,1
Label production materials.,9,1
Implement transportation changes to reduce environmental impact.,9,1
Inform individuals or organizations of status or findings.,9,1
Inspect landscaping to determine treatment needs.,9,1
Inform medical professionals regarding patient conditions and care.,9,1
Advise others on career or personal development.,9,1
Investigate safety of work environment.,9,1
Analyze data to assess operational or project effectiveness.,9,1
Grind parts to required dimensions.,9,1
Interact with patients to build rapport or provide emotional support.,9,1
Gather physical survey data.,9,1
Analyze market conditions or trends.,9,1
Examine financial records to ensure compliance with policies or regulations.,9,1
Maintain sterile operative fields.,9,1
"Install parts, assemblies, or attachments in transportation or material handling equipment.",9,1
Adjust fabrics or other materials during garment production.,9,1
Adjust settings or positions of medical equipment.,9,1
Analyze market or customer related data.,9,1
Examine marketing materials to ensure compliance with policies or regulations.,9,1
Examine medical instruments or equipment to ensure proper operation.,9,1
"Install heating, ventilation, or air conditioning (HVAC) equipment.",9,1
"Explain regulations, policies, or procedures.",9,1
Adjust temperature controls of ovens or other heating equipment.,9,1
Adjust the tension of nuts or bolts.,9,1
Examine product information to ensure compliance with regulations.,9,1
Inspect vehicles to determine overall condition.,9,1
Exchange information with colleagues.,9,1
Install plumbing or piping.,9,1
Execute sales or other financial transactions.,9,1
Explain medical procedures or test results to patients or family members.,9,1
Maintain student records.,9,1
Install mechanical components in production equipment.,9,1
Examine debris to obtain information about causes of fires.,9,1
Examine condition of property or products.,9,1
Evaluate plans or specifications to determine technological or environmental implications.,9,1
"Evaluate potential of products, technologies, or resources.",9,1
Evaluate program effectiveness.,9,1
Install insulation in equipment or structures.,9,1
Manage budgets for appropriate resource allocation.,9,1
Maintain work equipment or machinery.,9,1
Evaluate project designs to determine adequacy or feasibility.,9,1
Maintain watercraft engines or machinery.,9,1
Adjust equipment to ensure optimal performance.,9,1
Evaluate quality of food ingredients or prepared foods.,9,1
Evaluate quality of plants or crops.,9,1
Maintain the inventory of equipment.,9,1
Evaluate reports or designs to determine work needs.,9,1
Evaluate skills of athletes or performers.,9,1
Evaluate technical data to determine effect on designs or plans.,9,1
"Evaluate training programs, instructors, or materials.",9,1
Evaluate utility of software or hardware technologies.,9,1
Maintain production or processing equipment.,9,1
Maintain records of customer accounts.,9,1
Install green plumbing or water handling systems.,9,1
Analyze forecasting data to improve business decisions.,9,1
Analyze health-related data.,9,1
Install structural foundations.,9,1
Analyze geological or geographical data.,9,1
Adjust vehicle components according to specifications.,9,1
Install production equipment or systems.,9,1
Fit patients for assistive devices.,9,1
Install trim or paneling.,9,1
Analyze impact of legal or regulatory changes.,9,1
Advise others on healthcare matters.,9,1
Instruct college students in physical or life sciences.,9,1
Follow protocols or regulations for healthcare activities.,9,1
Maintain logs of production activities.,9,1
Follow safety procedures for vehicle operation.,9,1
Inspected printed materials or other images to verify quality.,9,1
Finish concrete surfaces.,9,1
Install computer hardware.,9,1
Install computer software.,9,1
Install solar energy systems.,9,1
Fabricate parts or components.,9,1
Maintain medical laboratory equipment.,9,1
Maintain plumbing structures or fixtures.,9,1
Fabricate products or components using machine tools.,9,1
Install programs onto computer or computer-controlled equipment.,9,1
"Install electrical components, equipment, or systems.",9,1
Advise others on financial matters.,9,1
Accompany individuals or groups to activities.,10,0
Encourage students.,10,0
Prepare hazardous waste for processing or disposal.,10,0
Distribute incoming mail.,10,0
Distribute instructional or library materials.,10,0
Prepare forms or applications.,10,0
Prepare foods for cooking or serving.,10,0
Distribute resources to patrons or employees.,10,0
Prepare fabrics or materials for processing or production.,10,0
Document client health or progress.,10,0
Document design or development procedures.,10,0
Prepare explosives for detonation.,10,0
"Document events or evidence, using photographic or audiovisual equipment.",10,0
Prepare employee work schedules.,10,0
Document lesson plans.,10,0
Prepare documentation of legal proceedings.,10,0
"Prepare contracts, disclosures, or applications.",10,0
Document work hours or activities.,10,0
Download data.,10,0
Draft legislation or regulations.,10,0
Prepare compounds or solutions to be used for repairs.,10,0
Prepare chemicals for work application.,10,0
Prepare cash for deposit or disbursement.,10,0
Prepare biological specimens for laboratory analysis.,10,0
Drive trucks or other vehicles to or at work sites.,10,0
Drive trucks or truck-mounted equipment.,10,0
Drive vehicles to transport individuals or equipment.,10,0
Drive vehicles to transport patrons.,10,0
Edit audio or video recordings.,10,0
Edit documents.,10,0
Prepare biological samples for testing or analysis.,10,0
Dispose of hazardous materials.,10,0
Display student work.,10,0
Prepare hoses or water supplies to fight fires.,10,0
Direct quality control activities.,10,0
Direct industrial production activities.,10,0
Direct installation activities.,10,0
Prepare operational progress or status reports.,10,0
Direct maintenance or repair activities.,10,0
Direct material handling or moving activities.,10,0
Direct medical science or healthcare programs.,10,0
Direct natural resources extraction projects.,10,0
Prepare operational budgets for green energy or other green operations.,10,0
Direct operational or production activities.,10,0
Prepare official health documents or records.,10,0
"Direct organizational operations, projects, or services.",10,0
Direct passenger or freight transport activities.,10,0
Direct productions or performances.,10,0
Prepare medications or medical solutions.,10,0
Dismantle equipment or temporary structures.,10,0
Prepare medical reports or documents.,10,0
Prepare medical instruments or equipment for use.,10,0
Direct technical activities or operations.,10,0
Direct vehicle traffic.,10,0
Prepare materials for processing.,10,0
"Prepare materials for preservation, storage, or display.",10,0
Discuss account status or activity with customers or patrons.,10,0
Prepare maps.,10,0
Discuss child development and behavior with parents or guardians.,10,0
Prepare investigation or incident reports.,10,0
Discuss production content and progress with others.,10,0
Discuss service options or needs with clients.,10,0
Discuss student progress with parents or guardians.,10,0
Prepare accident or incident reports.,10,0
Enforce rules or regulations.,10,0
Prepare operational reports or records.,10,0
Engage patients in exercises or activities.,10,0
Evaluate characteristics of archival or historical objects.,10,0
Perform student enrollment or registration activities.,10,0
Perform music for the public.,10,0
Evaluate civic projects or public policies.,10,0
Evaluate condition of properties.,10,0
Perform manual service or maintenance tasks.,10,0
Perform human resources activities.,10,0
Perform for recordings.,10,0
Perform basic equipment maintenance.,10,0
Perform animal breeding procedures.,10,0
Patrol properties to maintain safety.,10,0
Evaluate information related to legal matters in public or personal records.,10,0
Evaluate new technologies or methods.,10,0
"Evaluate patient functioning, capabilities, or health.",10,0
Evaluate patient outcomes to determine effectiveness of treatments.,10,0
"Evaluate performance of applicants, trainees, or employees.",10,0
Paint surfaces or equipment.,10,0
Package objects for shipping.,10,0
Package materials or products.,10,0
Evaluate potential problems in home or work environments of clients.,10,0
Package agricultural products for shipment or further processing.,10,0
Evaluate projects to determine compliance with technical specifications.,10,0
Evaluate quality of materials or products.,10,0
Organize informational materials.,10,0
Evaluate scholarly materials.,10,0
Evaluate student work.,10,0
Order medical diagnostic or clinical tests.,10,0
Evaluate the characteristics of green technologies.,10,0
Evaluate the effectiveness of counseling or educational programs.,10,0
Evaluate capabilities or training needs.,10,0
Evaluate applicable laws and regulations to determine impact on organizational activities.,10,0
Pilot aircraft.,10,0
Estimate construction project costs.,10,0
"Engrave designs, text, or other markings onto materials, workpieces, or products.",10,0
Position safety or support equipment.,10,0
Position raw materials on processing or production equipment.,10,0
"Position patterns on equipment, materials, or workpieces.",10,0
"Position equipment using hand tools, power tools, or heavy equipment.",10,0
Position containers to receive materials or workpieces.,10,0
Position construction or extraction equipment.,10,0
Establish interpersonal business relationships to facilitate work activities.,10,0
Plan special events.,10,0
Establish rules or policies governing student behavior.,10,0
Establish standards for medical care.,10,0
Plan social sciences research.,10,0
Establish work standards.,10,0
Plan programs to address community health issues.,10,0
Place materials into molds.,10,0
Estimate cost or material requirements.,10,0
Plan production or operational procedures or sequences.,10,0
Plan natural resources conservation or restoration programs.,10,0
"Estimate costs of products, services, or materials.",10,0
"Plan layout of construction, installation, or repairs.",10,0
Estimate demand for products or services.,10,0
Plan flight operations.,10,0
"Estimate labor or resource requirements for forestry, fishing, or agricultural operations.",10,0
Estimate labor requirements.,10,0
Plan facility layouts or designs.,10,0
Estimate material requirements for production.,10,0
Plan experiential learning activities.,10,0
Plan biological research.,10,0
Direct healthcare delivery programs.,10,0
Direct fundraising or financing activities.,10,0
Refer customers to appropriate personnel.,10,0
Provide legal advice to clients.,10,0
"Design tools, fixtures, or other devices for production equipment.",10,0
Design video game features or details.,10,0
Recommend investments to clients.,10,0
Determine appropriate locations for operations or installations.,10,0
Receive information or instructions for performing work assignments.,10,0
Read work orders or other instructions to determine product specifications or materials requirements.,10,0
Determine geographic coordinates.,10,0
Determine methods to minimize environmental impact of activities.,10,0
Determine operational criteria or specifications.,10,0
Read materials to determine needed actions.,10,0
Determine operational procedures.,10,0
Determine presentation subjects or content.,10,0
Determine prices for menu items.,10,0
Determine pricing or monetary policies.,10,0
Determine production equipment settings.,10,0
Read maps to determine routes.,10,0
Determine technical requirements of productions or projects.,10,0
Purchase stocks of merchandise or supplies.,10,0
"Determine types of equipment, tools, or materials needed for jobs.",10,0
Develop agricultural methods.,10,0
Provide technical support for computer network issues.,10,0
Develop business relationships.,10,0
Provide technical information or assistance to public.,10,0
Provide recommendations to others about computer hardware.,10,0
Provide patrons with directions to locales or attractions.,10,0
Develop content for sales presentations or other materials.,10,0
Develop contingency plans to deal with organizational emergencies.,10,0
Develop daily schedules for children or families.,10,0
Manage control system activities in organizations.,10,0
"Recommend technical design or process changes to improve efficiency, quality, or performance.",10,0
Design software applications.,10,0
Design research studies to obtain scientific information.,10,0
Design costumes or cosmetic effects for characters.,10,0
Refer clients to community or social service programs.,10,0
Record shipping information.,10,0
Cut trees or logs.,10,0
Record service or repair activities.,10,0
Record sales or transactions data.,10,0
Decorate indoor or outdoor spaces.,10,0
Deliver items.,10,0
Demonstrate activity techniques or equipment use.,10,0
Record production information.,10,0
Design alternative energy systems.,10,0
Record operational or environmental data.,10,0
Design computer modeling or simulation programs.,10,0
Design control systems for mechanical or other equipment.,10,0
Record operational details of travel.,10,0
Design public or employee health programs.,10,0
"Record information about parts, materials or repair procedures.",10,0
Design energy-efficient equipment or systems.,10,0
Design energy-efficient vehicles or vehicle components.,10,0
Design healthcare-related software applications.,10,0
Design industrial equipment.,10,0
Design industrial processing systems.,10,0
Record details of deliveries or shipments.,10,0
Design jewelry or decorative objects.,10,0
"Design layout of art or product exhibits, displays, or promotional materials.",10,0
Record crime or accident scene evidence with video or still cameras.,10,0
Design materials for industrial or commercial applications.,10,0
Record agricultural or forestry inventory data.,10,0
Recommend types of assistive devices.,10,0
Provide notifications to customers or patrons.,10,0
Develop diagrams or flow charts of system operation.,10,0
Direct financial operations.,10,0
"Develop educational goals, standards, policies, or procedures.",10,0
"Develop safety standards, policies, or procedures.",10,0
Develop specifications for computer network operation.,10,0
Develop specifications or procedures for website development or maintenance.,10,0
Develop sustainable business strategies or practices.,10,0
Develop sustainable industrial or development methods.,10,0
Develop technical methods or processes.,10,0
Develop technical or scientific databases.,10,0
Develop technical processes to improve the efficiency of biofuel production.,10,0
Prepare technical reports for internal use.,10,0
Prepare technical or operational reports.,10,0
Develop theories or models of physical phenomena.,10,0
Develop tools to diagnose or assess needs.,10,0
Develop treatment plans that use non-medical therapies.,10,0
Prepare research or technical reports.,10,0
Prepare research or technical reports on environmental issues.,10,0
Diagnose neural or psychological disorders.,10,0
"Direct activities of agricultural, forestry, or fishery employees.",10,0
Direct activities of subordinates.,10,0
Prepare reports detailing student activities or performance.,10,0
Prepare proposals or grant applications to obtain project funding.,10,0
Prepare proposal documents or grant applications.,10,0
Prepare production storyboards.,10,0
Direct design or development activities.,10,0
Direct emergency management activities.,10,0
Prepare procedural documents.,10,0
Prepare patients physically for medical procedures.,10,0
Direct environmental development activities.,10,0
Direct equipment maintenance or repair activities.,10,0
Prepare patient treatment areas for use.,10,0
Develop proposals for current or prospective customers.,10,0
Develop promotional strategies or plans.,10,0
Present social services program information to the public.,10,0
Develop marketing plans or strategies.,10,0
Develop educational or training programs.,10,0
Provide information to the general public.,10,0
Provide escort or transportation.,10,0
Provide educational materials to community members.,10,0
"Provide counsel, comfort, or encouragement to individuals or families.",10,0
Develop financial analysis methods.,10,0
"Provide basic information to guests, visitors, or clients.",10,0
Develop financial plans for clients.,10,0
Provide basic health care services.,10,0
Develop information communication procedures.,10,0
"Proofread documents, records, or other files to ensure accuracy.",10,0
"Promote products, activities, or organizations.",10,0
Develop library or archival databases.,10,0
Develop mathematical models of environmental conditions.,10,0
Present sustainable products or services information to the public.,10,0
Promote educational institutions or programs.,10,0
Program robotic equipment.,10,0
Program equipment to perform production tasks.,10,0
Process sales or other transactions.,10,0
"Develop operating strategies, plans, or procedures.",10,0
Process medical billing information.,10,0
Process library materials.,10,0
Develop organizational methods or procedures.,10,0
Develop patient therapy programs.,10,0
Develop plans for programs or services.,10,0
Develop plans to manage natural or renewable resources.,10,0
"Develop policies or procedures for archives, museums or libraries.",10,0
Prevent unauthorized individuals from entering restricted areas.,10,0
Evaluate treatment options to guide medical decisions.,10,0
Order instructional or library materials or equipment.,10,0
"Examine animals to detect illness, injury or other problems.",10,0
"Model cosmetics, clothing, or accessories.",10,0
Interview others for news or entertainment purposes.,10,0
Interview people to obtain information about actions or status of individuals.,10,0
Monitor environment to ensure safety.,10,0
Inventory materials or equipment.,10,0
Inventory medical supplies or equipment.,10,0
Investigate crimes committed within organizations.,10,0
Investigate illegal or suspicious activities.,10,0
Investigate industrial or transportation accidents.,10,0
Monitor current trends.,10,0
Investigate personal characteristics or activities of individuals.,10,0
"Investigate system, equipment, or product failures.",10,0
Investigate the environmental impact of projects.,10,0
Monitor clients to evaluate treatment progress.,10,0
Investigate work related complaints to determine corrective actions.,10,0
Monitor cargo area conditions.,10,0
Issue documentation or identification to customers or employees.,10,0
Monitor animal behavior or condition.,10,0
Monitor alarm systems.,10,0
Monitor activities of individuals to ensure safety or compliance with rules.,10,0
Lay cables to connect equipment.,10,0
Lay out parts to prepare for assembly.,10,0
Lay out work according to specifications.,10,0
Monitor activities affecting environmental quality.,10,0
Monitor access or flow of people to prevent problems.,10,0
Modify teaching methods or materials to accommodate student needs.,10,0
Modify software programs to improve performance.,10,0
Load agricultural or forestry products for shipment.,10,0
Load items into ovens or furnaces.,10,0
Load materials into construction equipment.,10,0
"Interview employees, customers, or others to collect information.",10,0
"Interview clients to gather information about their backgrounds, needs, or progress.",10,0
Interview clients to gather financial information.,10,0
Install roofing materials.,10,0
"Install green structural components, equipment or systems.",10,0
Install hardware or other interior fixtures.,10,0
Monitor medical equipment to ensure proper functioning.,10,0
Install home appliances.,10,0
Install instrumentation or electronic equipment or systems.,10,0
Monitor market conditions or trends.,10,0
Install machine or equipment replacement parts.,10,0
Install masonry materials.,10,0
Install metal structural components.,10,0
Install metering equipment.,10,0
Install piping for installation or maintenance activities.,10,0
Monitor industrial energy consumption or management.,10,0
"Monitor green energy equipment, systems, or facilities.",10,0
Install safety or support equipment.,10,0
Interview claimants to get information related to legal proceedings.,10,0
Monitor flow of cash or other resources.,10,0
Monitor financial information.,10,0
Install vehicle parts or accessories.,10,0
Install wooden structural components.,10,0
Monitor financial indicators.,10,0
Instruct college students in social sciences or humanities disciplines.,10,0
Monitor financial activities.,10,0
Instruct staff in work policies or procedures.,10,0
Monitor facilities or operational systems.,10,0
Interpret design or operational test results.,10,0
Monitor equipment gauges or displays to ensure proper operation.,10,0
Monitor equipment fluid levels.,10,0
Intervene in crisis situations to assist clients.,10,0
Load materials into equipment for processing.,10,0
Load materials or equipment.,10,0
Examine characteristics or behavior of living organisms.,10,0
Mix substances to create chemical solutions.,10,0
Maintain medical facility records.,10,0
Maintain medical or professional knowledge.,10,0
Maintain medical records.,10,0
Maintain office equipment in proper operating condition.,10,0
Maintain operational records for green energy processes or other environmentally-sustainable activities.,10,0
